id,slug,title,image,image_alt,gender,price_15ml,price_30ml,price_50ml,brand,top_notes,heart_notes,base_notes,link,stock_status
29,colonia-futura,Colonia Futura,https://www.etirsah.com/storage/photos/shares/ACQUA%20DI%20PARMA%20-%20COLONIA%20FUTURA%20FOR%20UNISEX.jpg,,Unisex,25.00,45.00,70.00,Acqua Dı Parma,"berqamot, çəhrayı-istiot, limon, qreyfrut","lavanda, müşk-sürvəsi-adaçayı",vetivera,https://www.etirsah.com/az/product/29,Stokda Var
60,mukhallath-al-emirates,Mukhallath Al Emirates,https://www.etirsah.com/storage/photos/shares/AL-HARAMAIN---MUKHALLAT-AL-EMIRATES-FOR-UNISEX.jpg,,Unisex,25.00,45.00,70.00,Al Haramain,"berqamot, qızılgül, ətirşah, davana","jasmin, mixək, orxideya, qızılgül, sidr, səndəl, zəfəran","meyvə-notları, müşk, sidr, çiçək-notları, kaşmeran",https://www.etirsah.com/az/product/60,Stokda Var
61,mukhallat-al-jahrah,Mukhallat Al Jahrah,https://www.etirsah.com/storage/photos/shares/AL-HARAMAIN---MUKHALLAT-AL-JAHRAN.jpg,,Kişi,15.00,25.00,35.00,Al Haramain,ənbər,müşk,yasəmən,https://www.etirsah.com/az/product/61,Stokda Var
62,red-jafran,Red Jafran,https://www.etirsah.com/storage/photos/shares/AL-HARAMAIN---RED-JAFRAN.jpg,,Kişi,15.00,25.00,35.00,Al Haramain,zəfəran,,,https://www.etirsah.com/az/product/62,Stokda Var
1840,crme-de-cuir,Crème de Cuir,https://www.etirsah.com/storage/photos/shares/BDK---CREME-DE-CUIR-FOR-UNISEX.jpg,,Unisex,25.00,45.00,70.00,BDK Parfums,"ananas, berqamot, naringi-mandarin, qreyfrut","çəhrayı-istiot, istiot, səndəl, ağ-zamşa","ağ-müşk, müşk, vanil, kaşmeran, tozağacı",https://www.etirsah.com/az/product/1840,Stokda Var
1841,tubereuse-imperiale,Tubereuse Imperiale,https://www.etirsah.com/storage/photos/shares/BDK---TUBEREUSE-IMPERIALE-FOR-UNISEX.jpg,,Unisex,25.00,45.00,70.00,BDK Parfums,"ətirşah, xamerion","ilanq-ilanq, süsən, tuberoza, ərəb-jasmini, misir-jasmini","benzoin, paçuli, səndəl, büxur-ladan, sərv, kaşmeran, madaqaskar-vanili",https://www.etirsah.com/az/product/1841,Stokda Var
1842,bentley-azure,Bentley Azure,https://www.etirsah.com/storage/photos/shares/BENTLEY---BENTLEY-FOR-MEN-AZURE.jpg,,Kişi,25.00,45.00,70.00,Bentley,"ananas, berqamot, bənövşə-yarpağı, tanqerin","qara-çay, lavanda, müşk-sürvəsi-adaçayı, paprika","tonka-lobyası, kaşmir-ağacı",https://www.etirsah.com/az/product/1842,Stokda Var
1843,bentley-intense,Bentley Intense,https://www.etirsah.com/storage/photos/shares/BENTLEY---BENTLEY-INTENSE-FOR-MEN.jpg,,Kişi,25.00,45.00,70.00,Bentley,"berqamot, qara-istiot, dəfnə-yarpağı","ağac-notları, darçın, müşk-sürvəsi-adaçayı, rom, ətirşah","benzoin, dəri, paçuli, sidr, büxur-ladan",https://www.etirsah.com/az/product/1843,Stokda Var
1844,infinite,Infinite,https://www.etirsah.com/storage/photos/shares/BENTLEY---INFINITE-FOR-MEN.jpg,,Kişi,15.00,25.00,35.00,Bentley,"lavanda, sidr, sitrus","bənövşə, istiot, ətirşah","paçuli, vetivera, boz-ənbər",https://www.etirsah.com/az/product/1844,Stokda Var
1845,greenwich-village,Greenwich Village,https://www.etirsah.com/storage/photos/shares/BOND-N0.9---GREENWICH-VILLAGE-FOR-UNISEX.jpg,,Unisex,32.00,55.00,90.00,Bond No.9,"liçi, naringi-mandarin, qara-qarağat-yarpağı","jasmin, pion, suzanbağı","ambroksan, müşk, palıd-mamırı, vanil, praline",https://www.etirsah.com/az/product/1845,Stokda Var
1847,signature,Signature,https://www.etirsah.com/storage/photos/shares/BOND-N0.9---SIGNATURE-PERFUME-FOR-UNISEX.jpg,,Unisex,25.00,45.00,70.00,Bond No.9,qızılgül,müşk,"tonka-lobyası, aqar-ağacı-ud",https://www.etirsah.com/az/product/1847,Stokda Var
206,brioni,Brioni,https://www.etirsah.com/storage/photos/shares/BRIONI---BRIONI-FOR-MEN.jpg,,Kişi,38.00,70.00,110.00,Brioni,"berqamot, çəhrayı-istiot, tanqerin","paçuli, zəfəran, yaşıl-alma","ambroksan, vanil, aqar-ağacı-ud",https://www.etirsah.com/az/product/206,Stokda Var
889,special-musk,Special Musk,https://www.etirsah.com/storage/photos/shares/etirler_en_son/%C4%B0%20brendleri/IBRAHIM-AL-QURASHI---MUSK-SPECIAL-FOR-UNISEX.jpg,,Unisex,25.00,45.00,70.00,Ibraheem al Qurashi,"müşk, ənbər, çiçək-notları","dəri, zanbaq","qızılgül, tonka-lobyası",https://www.etirsah.com/az/product/889,Stokda Var
904,iceberg-man,Iceberg Man,https://www.etirsah.com/storage/photos/shares/etirler_en_son/%C4%B0%20brendleri/ICEBERG---ICEBERG-MAN.jpg,,Kişi,15.00,25.00,35.00,Iceberg,"hind-qozu, limon, qara-istiot","labdanum, lavanda, ətirşah","benzoin, paçuli, sidr, səndəl, ənbər, stiraks",https://www.etirsah.com/az/product/904,Stokda Var
891,absolute-aphrodisiac,Absolute Aphrodisiac,https://www.etirsah.com/storage/photos/shares/etirler_en_son/%C4%B0%20brendleri/INITIO---ABSOLUTE-APHRODISIAC-FOR-UNISEX.jpg,,Unisex,20.00,35.00,55.00,Initio,"ağ-çiçəklər, ənbər","müşk, vanil","dəri, kastoreum",https://www.etirsah.com/az/product/891,Stokda Var
890,absolute-aphrodisiac,Absolute Aphrodisiac,https://www.etirsah.com/storage/photos/shares/etirler_en_son/%C4%B0%20brendleri/INITIO---ABSOLUTE-APHRODISIAC-FOR-UNISEX.jpg,,Unisex,25.00,45.00,70.00,Initio,"ağ-çiçəklər, ənbər","müşk, vanil","dəri, kastoreum",https://www.etirsah.com/az/product/890,Stokda Var
892,addictive-vibration,Addictive Vibration,https://www.etirsah.com/storage/photos/shares/etirler_en_son/%C4%B0%20brendleri/INITIO---ADDICTIVE-VIBRATION-FOR-WOMEN.jpg,,Qadın,25.00,45.00,70.00,Initio,"portağal-çiçəyi, alma-çiçəyi",orxideya,"bal, müşk",https://www.etirsah.com/az/product/892,Stokda Var
893,atomic-rose,Atomic Rose,https://www.etirsah.com/storage/photos/shares/etirler_en_son/%C4%B0%20brendleri/INITIO---ATOMIC-ROSE-FOR-UNSIEX.jpg,,Unisex,32.00,55.00,90.00,Initio,"berqamot, çəhrayı-istiot, hedion","bolqar-qızılgülü, türk-qızılgülü, misir-jasmini","vanil, ənbər",https://www.etirsah.com/az/product/893,Stokda Var
894,blessed-baraka,Blessed Baraka,https://www.etirsah.com/storage/photos/shares/etirler_en_son/%C4%B0%20brendleri/INITIO---BLESSED-BARAKA-FOR-UNISEX.jpg,,Unisex,38.00,70.00,110.00,Initio,ənbər,"ağ-çiçəklər, səndəl","müşk, vanil",https://www.etirsah.com/az/product/894,Stokda Var
895,divine-attraction,Divine Attraction,https://www.etirsah.com/storage/photos/shares/etirler_en_son/%C4%B0%20brendleri/INITIO---DIVINE-ATTRACTION-FOR-UNISEX.jpg,,Unisex,25.00,45.00,70.00,Initio,vetivera,dəri,dəri,https://www.etirsah.com/az/product/895,Stokda Var
896,high-frequency,High Frequency,https://www.etirsah.com/storage/photos/shares/etirler_en_son/%C4%B0%20brendleri/INITIO---HIGH-FREQUENCY-FOR-UNISEX.jpg,,Unisex,20.00,35.00,55.00,Initio,maqnoliya,badam,hedion,https://www.etirsah.com/az/product/896,Stokda Var
897,high-frequency,High Frequency,https://www.etirsah.com/storage/photos/shares/etirler_en_son/%C4%B0%20brendleri/INITIO---HIGH-FREQUENCY-FOR-UNISEX.jpg,,Unisex,32.00,55.00,90.00,Initio,maqnoliya,badam,hedion,https://www.etirsah.com/az/product/897,Stokda Var
898,musk-therapy,Musk Therapy,https://www.etirsah.com/storage/photos/shares/etirler_en_son/%C4%B0%20brendleri/INITIO---MUSK-THERAPY-FOR-UNISEX.jpg,,Unisex,25.00,45.00,70.00,Initio,"berqamot, naringi-mandarin, qara-qarağat","maqnoliya, hedion","ağ-müşk, müşk, səndəl",https://www.etirsah.com/az/product/898,Stokda Var
899,oud-for-greatness,Oud for Greatness,https://www.etirsah.com/storage/photos/shares/etirler_en_son/%C4%B0%20brendleri/INITIO---OUD-FOR-GREATNESS-FOR-UNSIEX.jpg,,Unisex,38.00,70.00,110.00,Initio,"hind-qozu, lavanda, zəfəran",aqar-ağacı-ud,"müşk, paçuli",https://www.etirsah.com/az/product/899,Stokda Var
900,oud-for-happiness,Oud for Happiness,https://www.etirsah.com/storage/photos/shares/etirler_en_son/%C4%B0%20brendleri/INITIO---OUD-FOR-HAPPINESS-FOR-UNSIEX.jpg,,Unisex,32.00,55.00,90.00,Initio,"berqamot, zəfəran","sidr, aqar-ağacı-ud, biyan","müşk, ot, vanil",https://www.etirsah.com/az/product/900,Stokda Var
901,psychedelic-love,Psychedelic Love,https://www.etirsah.com/storage/photos/shares/etirler_en_son/%C4%B0%20brendleri/INITIO---PSYCHEDELIC-LOVE-FOR-UNISEX.jpg,,Unisex,25.00,45.00,70.00,Initio,"berqamot, ilanq-ilanq","bolqar-qızılgülü, geliotrop, hedion","səndəl, mirra",https://www.etirsah.com/az/product/901,Stokda Var
902,rehab,Rehab,https://www.etirsah.com/storage/photos/shares/etirler_en_son/%C4%B0%20brendleri/INITIO---REHAB-FOR-UNISEX.jpg,,Unisex,32.00,55.00,90.00,Initio,"berqamot, lavanda","paçuli, sidr, vetivera","müşk, səndəl, qvayak-ağacı",https://www.etirsah.com/az/product/902,Stokda Var
903,side-effect,Side Effect,https://www.etirsah.com/storage/photos/shares/etirler_en_son/%C4%B0%20brendleri/INITIO---SIDE-EFFECT-FOR-UNISEX.jpg,,Unisex,32.00,55.00,90.00,Initio,tütün,rom,"darçın, vanil",https://www.etirsah.com/az/product/903,Stokda Var
905,leau-bleue-dissey-pour-homme,L'Eau Bleue d'Issey Pour Homme,https://www.etirsah.com/storage/photos/shares/etirler_en_son/%C4%B0%20brendleri/ISSEY-MIYAKE---L%27EAU-BLEUE-D%27ISSEY-POUR-HOMME.jpg,,Kişi,15.00,25.00,35.00,Issey Miyake,"laym, naringi-mandarin, portağal, rozmarin, lemonqras","çəhrayı-istiot, lavanda, zəncəfil, sərv, may-qızılgülü, ardıc-giləmeyvəsi, cirəgülü-anis","paçuli, palıd-mamırı, səndəl, ənbər, ambretta-müşk-əməköməcisi, atlas-sidri",https://www.etirsah.com/az/product/905,Stokda Var
906,leau-dissey-pour-homme-noir-ambre,L'Eau d'Issey Pour Homme Noir Ambre,https://www.etirsah.com/storage/photos/shares/etirler_en_son/%C4%B0%20brendleri/ISSEY-MIYAKE---L%27EAU-d%27ISSEY-POUR-HOMME-NOIR-AMBRE.jpg,,Kişi,15.00,25.00,35.00,Issey Miyake,"darçın, hind-qozu, keşniş, zəfəran","ağ-sidr, dəri, papirus, vetivera","tonka-lobyası, vanil, ənbər",https://www.etirsah.com/az/product/906,Stokda Var
908,nuit-dissey,Nuit d’Issey,https://www.etirsah.com/storage/photos/shares/etirler_en_son/%C4%B0%20brendleri/ISSEY-MIYAKE---NUIT-D%27ISSEY-FOR-MEN.jpg,,Kişi,15.00,25.00,35.00,Issey Miyake,"berqamot, qreyfrut","ağac-notları, dəri, qara-istiot, vetivera, ədviyyatlar","paçuli, tonka-lobyası, büxur-ladan, qara-ağac",https://www.etirsah.com/az/product/908,Stokda Var
909,pleats-please,Pleats Please,https://www.etirsah.com/storage/photos/shares/etirler_en_son/%C4%B0%20brendleri/ISSEY-MIYAKE---PLEATS-PLEASE-FOR-WOMEN.jpg,,Qadın,15.00,25.00,35.00,Issey Miyake,armud,"pion, ətirli-güllücə, indol","ağ-müşk, paçuli, sidr, vanil",https://www.etirsah.com/az/product/909,Stokda Var
35,colonia-ebano,Colonia Ebano,https://www.etirsah.com/storage/photos/shares/etirler_en_son/016-06-07-23%20%281%29.jpg,,Kişi,20.00,35.00,55.00,Acqua Dı Parma,"acı-bibər, berqamot, petitgreyn-sitrus-yarpağı, qətranlar","bal, eben-ağacı","paçuli, vetivera",https://www.etirsah.com/az/product/35,Stokda Var
263,1996-inez-vinoodh,1996 Inez & Vinoodh,https://www.etirsah.com/storage/photos/shares/etirler_en_son/1996-Inez-%26-Vinoodh-Byredo.jpg,,Unisex,32.00,55.00,90.00,Byredo,ardıc-giləmeyvəsi,"bənövşə, süsən","dəri, paçuli, ənbər",https://www.etirsah.com/az/product/263,Stokda Var
262,1996-inez-vinoodh,1996 Inez & Vinoodh,https://www.etirsah.com/storage/photos/shares/etirler_en_son/1996-Inez-%26-Vinoodh-Byredo.jpg,,Unisex,38.00,70.00,110.00,Byredo,ardıc-giləmeyvəsi,"bənövşə, süsən","dəri, paçuli, ənbər",https://www.etirsah.com/az/product/262,Stokda Var
166,83-leather-reserve,83 Leather Reserve,https://www.etirsah.com/storage/photos/shares/etirler_en_son/83-Leather-Reserve-Banana-Republic.jpg,,Unisex,20.00,35.00,55.00,Banana Republic,"berqamot, limon, sərv","neroli, sidr","tonka-lobyası, vetivera, ənbər, zamş",https://www.etirsah.com/az/product/166,Stokda Var
167,90-pure-white,90 Pure White,https://www.etirsah.com/storage/photos/shares/etirler_en_son/90-Pure-White-Banana-Republic.jpg,,Unisex,20.00,35.00,55.00,Banana Republic,"berqamot, qreyfrut, yaşıl-çay","bənövşə-yarpağı, jasmin, lavanda","müşk, vetivera, ənbər",https://www.etirsah.com/az/product/167,Stokda Var
264,accord-oud,Accord Oud,https://www.etirsah.com/storage/photos/shares/etirler_en_son/Accord-Oud-Byredo.jpg,,Unisex,25.00,45.00,70.00,Byredo,"böyürtkən, rom, zəfəran","dəri, müşk-sürvəsi-adaçayı, aqar-ağacı-ud","müşk, paçuli",https://www.etirsah.com/az/product/264,Stokda Var
41,agent-provocateur,Agent Provocateur,https://www.etirsah.com/storage/photos/shares/etirler_en_son/agent_provocateur.jpg,,Qadın,25.00,45.00,70.00,Agent Provocateur,"maqnoliya, hindistan-zəfəran","qardeniya, vetivera, mərakeş-qızılgülü, misir-jasmini","müşk, sidr, ənbər",https://www.etirsah.com/az/product/41,Stokda Var
2628,glow,Glow,https://www.etirsah.com/storage/photos/shares/etirler_en_son/AKRO---GLOW-FOR-UNISEX.jpg,,Unisex,32.00,55.00,90.00,Akro,çəhrayı-istiot,büxur-ladan,"vanil, ənbər",https://www.etirsah.com/az/product/2628,Stokda Var
1197,aqua-vitae,Aqua Vitae,https://www.etirsah.com/storage/photos/shares/etirler_en_son/Aqua-Vitae1.jpg,,Unisex,20.00,35.00,55.00,MFK,"limon, naringi-mandarin","tonka-lobyası, qvayak-ağacı","jasmin, vanil, hedion",https://www.etirsah.com/az/product/1197,Stokda Var
199,aqva-divina,Aqva Divina,https://www.etirsah.com/storage/photos/shares/etirler_en_son/Aqva-Divina-Bvlgari.jpg,,Qadın,15.00,25.00,35.00,Bvlgari,"berqamot, duz, zəncəfil","heyva, maqnoliya","ağac-notları, ənbər, arı-mumu",https://www.etirsah.com/az/product/199,Stokda Var
223,aqva-pour-homme-atlantiqve,Aqva Pour Homme Atlantiqve,https://www.etirsah.com/storage/photos/shares/etirler_en_son/Aqva-Pour-Homme-Atlantiqve-Bvlgari.jpg,,Kişi,32.00,55.00,90.00,Bvlgari,"sürvə, calabrian-berqamotu, siciliya-limonu, su-notları","alma, dəniz-suyu, boz-ənbər","benzoin, paçuli, səndəl, vetivera, ənbər-ağacı",https://www.etirsah.com/az/product/223,Stokda Var
224,aqva-pour-homme-marine,Aqva Pour Homme Marine,https://www.etirsah.com/storage/photos/shares/etirler_en_son/Aqva-Pour-Homme-Marine-Bvlgari.jpg,,Kişi,15.00,25.00,35.00,Bvlgari,"naringi-mandarin, neroli, qreyfrut, petitgreyn-sitrus-yarpağı","dəniz-yosunu, rozmarin, su-notları","sidr, ənbər",https://www.etirsah.com/az/product/224,Stokda Var
225,aqva-pour-homme-marine,Aqva Pour Homme Marine,https://www.etirsah.com/storage/photos/shares/etirler_en_son/Aqva-Pour-Homme-Marine-Bvlgari.jpg,,Kişi,20.00,35.00,55.00,Bvlgari,"naringi-mandarin, neroli, qreyfrut, petitgreyn-sitrus-yarpağı","dəniz-yosunu, rozmarin, su-notları","sidr, ənbər",https://www.etirsah.com/az/product/225,Stokda Var
2125,almaz,Almaz,https://www.etirsah.com/storage/photos/shares/etirler_en_son/Almaz-Kajal.jpg,,Unisex,20.00,35.00,55.00,Kajal,"limon, naringi-mandarin, calabrian-berqamotu, qara-qarağat","moruq, süsən-kökü, türk-qızılgülü, geliotrop","müşk, səndəl, tonka-lobyası, ənbər, şəkər-qamışı, madaqaskar-vanili",https://www.etirsah.com/az/product/2125,Stokda Var
2559,althar,Althaïr,https://www.etirsah.com/storage/photos/shares/etirler_en_son/Altha%C3%AFr-Parfums-de-Marly.jpg,,Kişi,32.00,55.00,90.00,Parfums de Marly,"berqamot, darçın, hil, portağal-çiçəyi","elemi, burbon-vanili","ambroksan, badam, müşk, tonka-lobyası, praline, qvayak-ağacı",https://www.etirsah.com/az/product/2559,Stokda Var
47,amber-musc,Amber Musc,https://www.etirsah.com/storage/photos/shares/etirler_en_son/amber_musg.jpg,,Unisex,32.00,55.00,90.00,Ajmal,qızılgül,müşk,"ağ-sidr, ənbər",https://www.etirsah.com/az/product/47,Stokda Var
28,amber-wood,Amber Wood,https://www.etirsah.com/storage/photos/shares/etirler_en_son/amber_vood.jpg,,Unisex,25.00,45.00,70.00,Ajmal,"alma, hil, lavanda, ağ-istiot","sidr, süsən-kökü","ağac-notları, paçuli, ənbər",https://www.etirsah.com/az/product/28,Stokda Var
77,amber-wood,Amber Wood,https://www.etirsah.com/storage/photos/shares/etirler_en_son/amber_vood.jpg,,Unisex,38.00,70.00,110.00,Ajmal,"alma, hil, lavanda, ağ-istiot","sidr, süsən-kökü","ağac-notları, paçuli, ənbər",https://www.etirsah.com/az/product/77,Stokda Var
168,ambr-baldessarini,Ambré Baldessarini,https://www.etirsah.com/storage/photos/shares/etirler_en_son/Ambr%C3%A9-Baldessarini.jpg,,Kişi,15.00,25.00,35.00,Baldessarini,"naringi-mandarin, qırmızı-alma, viski","bənövşə, dəri","labdanum, palıd, vanil, ənbər",https://www.etirsah.com/az/product/168,Stokda Var
200,ambre-dalexandrie,Ambre D'Alexandrie,https://www.etirsah.com/storage/photos/shares/etirler_en_son/Ambre-D%27Alexandrie-Boucheron.jpg,,Unisex,25.00,45.00,70.00,Boucheron,"benzoin, tütün, vanil","labdanum, ənbər","müşk, boz-ənbər",https://www.etirsah.com/az/product/200,Stokda Var
1835,fate,Fate,https://www.etirsah.com/storage/photos/shares/etirler_en_son/AMOUAGE---FATE-FOR-MEN.jpg,,Kişi,32.00,55.00,90.00,Amouage,"naringi-mandarin, yovşan-artemisia, zirə, zəfəran, zəncəfil","labdanum, qızılgül, büxur-ladan, ödotu, olibanum, kopay-balzamı","labdanum, müşk, sidr, səndəl, tonka-lobyası, biyan",https://www.etirsah.com/az/product/1835,Stokda Var
2555,guidance,Guidance,https://www.etirsah.com/storage/photos/shares/etirler_en_son/AMOUAGE---GUIDANCE-FOR-UNISEX.jpg,,Unisex,32.00,55.00,90.00,Amouage,"armud, fındıq, olibanum","osmantus, qızılgül, zəfəran, ərəb-jasmini","labdanum, səndəl, vanil, boz-ənbər, akigalawood",https://www.etirsah.com/az/product/2555,Stokda Var
1839,jubilation-xxv,Jubilation XXV,https://www.etirsah.com/storage/photos/shares/etirler_en_son/AMOUAGE---JUBILATION-XXV-FOR-WOMEN.jpg,,Qadın,25.00,45.00,70.00,Amouage,"ilanq-ilanq, limon, qızılgül, tərxun","labdanum, qızılgül, yovşan-artemisia, büxur-ladan","müşk, paçuli, vetivera, ənbər, mirra",https://www.etirsah.com/az/product/1839,Stokda Var
92,dia-man,Dia Man,https://www.etirsah.com/storage/photos/shares/etirler_en_son/Amouage-dio.jpg,,Kişi,32.00,55.00,90.00,Amouage,"acı-portağal, hil, labdanum, büxur-ladan","ilanq-ilanq, pion, süsən-kökü, gavalı","dəri, paçuli, vetivera, ənbər, palisandr-çəhrayı-ağac",https://www.etirsah.com/az/product/92,Stokda Var
97,epic-woman,Epic Woman,https://www.etirsah.com/storage/photos/shares/etirler_en_son/amouage-epic-woman.jpg,,Qadın,32.00,55.00,90.00,Amouage,"darçın, zirə, çəhrayı-oleandr","qara-çay, jasmin, ətirşah, damask-qızılgülü","müşk, paçuli, süsən-kökü, səndəl, vanil, ənbər, aqar-ağacı-ud, qvayak-ağacı, olibanum",https://www.etirsah.com/az/product/97,Stokda Var
174,andy-warhol-silver-factory,Andy Warhol Silver Factory,https://www.etirsah.com/storage/photos/shares/etirler_en_son/Andy-Warhol-Silver-Factory-Bond-No-9.jpg,,Unisex,25.00,45.00,70.00,Bond No.9,"berqamot, lavanda, qreyfrut","bənövşə, süsən, yasəmən, büxur-ladan","sidr, ənbər, qətranlar",https://www.etirsah.com/az/product/174,Stokda Var
176,angelic,Angelic,https://www.etirsah.com/storage/photos/shares/etirler_en_son/Angelic-Boadicea-the-Victorious.jpg,,Unisex,20.00,35.00,55.00,Boadicea the Victorious,"alma, hil, müşk-sürvəsi-adaçayı","ağac-notları, papirus, damask-qızılgülü","müşk, paçuli, sidr, vetivera, ənbər",https://www.etirsah.com/az/product/176,Stokda Var
175,angelic,Angelic,https://www.etirsah.com/storage/photos/shares/etirler_en_son/Angelic-Boadicea-the-Victorious.jpg,,Unisex,38.00,70.00,110.00,Boadicea the Victorious,"alma, hil, müşk-sürvəsi-adaçayı","ağac-notları, papirus, damask-qızılgülü","müşk, paçuli, sidr, vetivera, ənbər",https://www.etirsah.com/az/product/175,Stokda Var
131,anna-sui,Anna Sui,https://www.etirsah.com/storage/photos/shares/etirler_en_son/anna-sui-classic-eau-de-toilette.jpg,,Unisex,15.00,25.00,35.00,Anna Suı,"berqamot, moruq, portağal, yaşıl-notlar, ərik","bolqar-qızılgülü, jasmin, süsən, süsən-kökü, çiçək-notları, inciçiçəyi","sidr, səndəl, tonka-lobyası, ənbər",https://www.etirsah.com/az/product/131,Stokda Var
2514,her-golden-secret,Her Golden Secret,https://www.etirsah.com/storage/photos/shares/etirler_en_son/ANTONIO-BANDERAS---HER-GOLDEN-SECRET.jpg,,Qadın,20.00,35.00,55.00,Antonio Banderas,"alma, berqamot, naringi-mandarin, şaftalı","portağal-çiçəyi, qardeniya, qara-qarağat","müşk, paçuli, sidr, tonka-lobyası, vanil",https://www.etirsah.com/az/product/2514,Stokda Var
132,power-of-seduction,Power of Seduction,https://www.etirsah.com/storage/photos/shares/etirler_en_son/Antonio-Banderas-Power-of-Seduction.jpg,,Kişi,15.00,25.00,35.00,Antonio Banderas,"alma, berqamot","lavanda, müşk-sürvəsi-adaçayı, yovşan-artemisia","ağac-notları, paçuli, tonka-lobyası, ənbər, mamır",https://www.etirsah.com/az/product/132,Stokda Var
1225,aoud-leather,Aoud Leather,https://www.etirsah.com/storage/photos/shares/etirler_en_son/Aoud-Leather.jpg,,Unisex,25.00,45.00,70.00,Montale,"hil, zəfəran","berqamot, dəri, aqar-ağacı-ud","istiot, ənbər",https://www.etirsah.com/az/product/1225,Stokda Var
42,aphrodisiaque,Aphrodisiaque,https://www.etirsah.com/storage/photos/shares/etirler_en_son/aphrod%C4%B1s%C4%B1aque.jpg,,Qadın,15.00,25.00,35.00,Agent Provocateur,"böyürtkən, jasmin, ağ-istiot","bal, vanil-orxideyasi, gecə-çiçəyi-kaktusu","müşk, qətranlar",https://www.etirsah.com/az/product/42,Stokda Var
135,woody,Woody,https://www.etirsah.com/storage/photos/shares/etirler_en_son/Arabian-Oud-Woody.jpg,,Unisex,38.00,70.00,110.00,Arabian Oud,aqar-ağacı-ud,"paçuli, qızılgül","müşk, ənbər",https://www.etirsah.com/az/product/135,Stokda Var
141,cedre-atlas,Cedre Atlas,https://www.etirsah.com/storage/photos/shares/etirler_en_son/Atelier-Cologne-Cedre-Atlas.jpg,,Unisex,32.00,55.00,90.00,Atelier Cologne,"berqamot, limon, qara-qarağat","jasmin, sidr, ərik","papirus, vetivera, ənbər",https://www.etirsah.com/az/product/141,Stokda Var
142,mandarine-glaciale,Mandarine Glaciale,https://www.etirsah.com/storage/photos/shares/etirler_en_son/Atelier-Cologne-Mandarine-Glaciale.jpg,,Unisex,32.00,55.00,90.00,Atelier Cologne,"berqamot, limon, naringi-mandarin","jasmin, zəncəfil, petitgreyn-sitrus-yarpağı","palıd-mamırı, vetivera, ənbər",https://www.etirsah.com/az/product/142,Stokda Var
144,azora,Azora,https://www.etirsah.com/storage/photos/shares/etirler_en_son/Attar-Collection-Azora.jpg,,Unisex,20.00,35.00,55.00,Attar,"berqamot, liçi, portağal","jasmin, şaftalı, çiçək-notları","ağ-müşk, ağac-notları",https://www.etirsah.com/az/product/144,Stokda Var
145,hayati,Hayati,https://www.etirsah.com/storage/photos/shares/etirler_en_son/Attar-Collection-Hayati.jpg,,Unisex,20.00,35.00,55.00,Attar,"ananas, meyvə-notları, moruq","bal, qaymaq, gavalı, çiçək-notları, qara-qarağat","ağ-müşk, dondurma, vanil",https://www.etirsah.com/az/product/145,Stokda Var
146,musk-kashmir,Musk Kashmir,https://www.etirsah.com/storage/photos/shares/etirler_en_son/Attar-Collection-Musk-Kashmir.jpg,,Unisex,25.00,45.00,70.00,Attar,ağ-müşk,"mixək, ağ-istiot","qardeniya, səndəl",https://www.etirsah.com/az/product/146,Stokda Var
2495,the-queens-throne,The Queen's Throne,https://www.etirsah.com/storage/photos/shares/etirler_en_son/Attar-Collection-The-Queen%27s-Throne.jpg,,Qadın,25.00,45.00,70.00,Attar,"sitrus, qara-qarağat","ilanq-ilanq, jasmin","müşk, sidr, vanil",https://www.etirsah.com/az/product/2495,Stokda Var
109,orris-wakan,Orris Wakan,https://www.etirsah.com/storage/photos/shares/etirler_en_son/attar-orris-wakan.jpg,,Unisex,32.00,55.00,90.00,Amouage,süsən-kökü,ağ-müşk,səndəl,https://www.etirsah.com/az/product/109,Stokda Var
100,rose-aqor,Rose Aqor,https://www.etirsah.com/storage/photos/shares/etirler_en_son/attar-rose-aqor.jpg,,Unisex,32.00,55.00,90.00,Amouage,qızılgül,olibanum,"labdanum, səndəl",https://www.etirsah.com/az/product/100,Stokda Var
99,rose-aqor,Rose Aqor,https://www.etirsah.com/storage/photos/shares/etirler_en_son/attar-rose-aqor.jpg,,Unisex,38.00,70.00,110.00,Amouage,qızılgül,olibanum,"labdanum, səndəl",https://www.etirsah.com/az/product/99,Stokda Var
110,saffron-hamra,Saffron Hamra,https://www.etirsah.com/storage/photos/shares/etirler_en_son/attar-saffron-hamra.jpg,,Unisex,25.00,45.00,70.00,Amouage,zəfəran,ardıc,qızılgül,https://www.etirsah.com/az/product/110,Stokda Var
101,vanilla-barka,Vanilla Barka,https://www.etirsah.com/storage/photos/shares/etirler_en_son/attar-vanilla-barka.jpg,,Unisex,32.00,55.00,90.00,Amouage,vanil,olibanum,tonka-lobyası,https://www.etirsah.com/az/product/101,Stokda Var
50,aurum,Aurum,https://www.etirsah.com/storage/photos/shares/etirler_en_son/aurum_ajmal.jpg,,Qadın,25.00,45.00,70.00,Ajmal,"limon, moruq","jasmin, meyvə-notları, portağal-çiçəyi, qardeniya, ədviyyatlar","ağac-notları, müşk, pudra-notları, vanil, ənbər",https://www.etirsah.com/az/product/50,Stokda Var
