id,slug,title,image,image_alt,gender,price_15ml,price_30ml,price_50ml,brand,top_notes,heart_notes,base_notes,link,stock_status
1574,cassiopea,Cassiopea,https://www.etirsah.com/storage/photos/shares/etirler_en_son/T%20brendleri/TIZIANA%20TERENZI/TIZIANA-TERENZI---CASSIOPEA-FOR-UNISEX.jpg,,Unisex,25.00,45.00,70.00,Tiziana Terenzi,"limon, qara-qarağat-yarpağı, marakuyya, qıjını","qərənfil, inciçiçəyi, çay-qızılgülü","müşk, səndəl, tonka-lobyası",https://www.etirsah.com/az/product/1574,Stokda Var
1577,delox,Delox,https://www.etirsah.com/storage/photos/shares/etirler_en_son/T%20brendleri/TIZIANA%20TERENZI/TIZIANA-TERENZI---DELOX-FOR-UNISEX.jpg,,Unisex,20.00,35.00,55.00,Tiziana Terenzi,"qəhvə, süsən, sünbülçiçək","türk-qızılgülü, vanil, opoponaks","ağ-müşk, bal, sidr, ənbər",https://www.etirsah.com/az/product/1577,Stokda Var
1578,dionisio,Dionisio,https://www.etirsah.com/storage/photos/shares/etirler_en_son/T%20brendleri/TIZIANA%20TERENZI/TIZIANA-TERENZI---DIONISIO-FOR-UNISEX.jpg,,Unisex,25.00,45.00,70.00,Tiziana Terenzi,"müşk, boz-ənbər","jasmin, vanil, inciçiçəyi","müşk, boz-ənbər, aqar-ağacı-ud, madaqaskar-vanili",https://www.etirsah.com/az/product/1578,Stokda Var
1581,gumin,Gumin,https://www.etirsah.com/storage/photos/shares/etirler_en_son/T%20brendleri/TIZIANA%20TERENZI/TIZIANA-TERENZI---GUMIN-FOR-UNISEX.jpg,,Unisex,20.00,35.00,55.00,Tiziana Terenzi,"ananas, berqamot, naringi-mandarin, portağal","bənövşə, jasmin, ozon-notları, qızılgül, ənbər","müşk, səndəl, aqar-ağacı-ud, tozağacı",https://www.etirsah.com/az/product/1581,Stokda Var
1582,gumin,Gumin,https://www.etirsah.com/storage/photos/shares/etirler_en_son/T%20brendleri/TIZIANA%20TERENZI/TIZIANA-TERENZI---GUMIN-FOR-UNISEX.jpg,,Unisex,32.00,55.00,90.00,Tiziana Terenzi,"ananas, berqamot, naringi-mandarin, portağal","bənövşə, jasmin, ozon-notları, qızılgül, ənbər","müşk, səndəl, aqar-ağacı-ud, tozağacı",https://www.etirsah.com/az/product/1582,Stokda Var
1585,kirke,Kirke,https://www.etirsah.com/storage/photos/shares/etirler_en_son/T%20brendleri/TIZIANA%20TERENZI/TIZIANA-TERENZI---KIRKE-FOR-UNISEX.jpg,,Unisex,25.00,45.00,70.00,Tiziana Terenzi,"armud, moruq, qara-qarağat-yarpağı, şaftalı, marakuyya, qum",inciçiçəyi,"müşk, paçuli, səndəl, vanil, geliotrop",https://www.etirsah.com/az/product/1585,Stokda Var
1584,kirke,Kirke,https://www.etirsah.com/storage/photos/shares/etirler_en_son/T%20brendleri/TIZIANA%20TERENZI/TIZIANA-TERENZI---KIRKE-FOR-UNISEX.jpg,,Unisex,38.00,70.00,110.00,Tiziana Terenzi,"armud, moruq, qara-qarağat-yarpağı, şaftalı, marakuyya, qum",inciçiçəyi,"müşk, paçuli, səndəl, vanil, geliotrop",https://www.etirsah.com/az/product/1584,Stokda Var
1586,kuma,Kuma,https://www.etirsah.com/storage/photos/shares/etirler_en_son/T%20brendleri/TIZIANA%20TERENZI/TIZIANA-TERENZI---KUMA-FOR-UNISEX1.jpg,,Unisex,25.00,45.00,70.00,Tiziana Terenzi,"berqamot, limon, qara-qarağat-yarpağı, marakuyya","darçın, maqnoliya, moruq, inciçiçəyi, əncir-yarpağı","müşk, palıd, səndəl, vanil, ənbər, tozağacı",https://www.etirsah.com/az/product/1586,Stokda Var
1587,maremma,Maremma,https://www.etirsah.com/storage/photos/shares/etirler_en_son/T%20brendleri/TIZIANA%20TERENZI/TIZIANA-TERENZI---MAREMMA-FOR-UNISEX.jpg,,Unisex,25.00,45.00,70.00,Tiziana Terenzi,"berqamot, ilanq-ilanq, jasmin, palıd, qara-qarağat","bal, süsən, tütəkotu, zirə, aqar-ağacı-ud, xurma-meyvə","labdanum, paçuli, səndəl, ənbər, palisandr-çəhrayı-ağac, kakao",https://www.etirsah.com/az/product/1587,Stokda Var
1588,orion,Orion,https://www.etirsah.com/storage/photos/shares/etirler_en_son/T%20brendleri/TIZIANA%20TERENZI/TIZIANA-TERENZI---ORION-FOR-UNISEX.jpg,,Unisex,38.00,70.00,110.00,Tiziana Terenzi,"alma, ananas, berqamot, qırmızı-qarağat","jasmin, kəklikotu, paçuli, tozağacı","müşk, sidr, ənbər, aqar-ağacı-ud, büxur-ladan",https://www.etirsah.com/az/product/1588,Stokda Var
1589,orza,Orza,https://www.etirsah.com/storage/photos/shares/etirler_en_son/T%20brendleri/TIZIANA%20TERENZI/TIZIANA-TERENZI---ORZA-FOR-UNISEX.jpg,,Unisex,32.00,55.00,90.00,Tiziana Terenzi,"kokos, maqnoliya, naringi-mandarin, orxideya, yaşıl-alma, gavalı, yabanı-giləmeyvələr","bolqar-qızılgülü, jasmin, inciçiçəyi","benzoin, karamel, müşk, səndəl, ənbər, madaqaskar-vanili",https://www.etirsah.com/az/product/1589,Stokda Var
1590,poggia,Poggia,https://www.etirsah.com/storage/photos/shares/etirler_en_son/T%20brendleri/TIZIANA%20TERENZI/TIZIANA-TERENZI---POGGIA-FOR-UNISEX.jpg,,Unisex,32.00,55.00,90.00,Tiziana Terenzi,"berqamot, limon, portağal, şaftalı","ilanq-ilanq, rozmarin, türk-qızılgülü, yaşıl-alma, marakuyya","müşk, vanil, boz-ənbər",https://www.etirsah.com/az/product/1590,Stokda Var
1591,porpora,Porpora,https://www.etirsah.com/storage/photos/shares/etirler_en_son/T%20brendleri/TIZIANA%20TERENZI/TIZIANA-TERENZI---PORPORA-FOR-UNISEX.jpg,,Unisex,32.00,55.00,90.00,Tiziana Terenzi,"darçın, mixək, moruq, qızılgül","bolqar-qızılgülü, lalə-xaşxaş, paçuli, büxur-ladan","benzoin, müşk, şabalıd, ənbər, mirra",https://www.etirsah.com/az/product/1591,Stokda Var
1593,saiph,Saiph,https://www.etirsah.com/storage/photos/shares/etirler_en_son/T%20brendleri/TIZIANA%20TERENZI/TIZIANA-TERENZI---SAIPH-FOR-UNISEX.jpg,,Unisex,20.00,35.00,55.00,Tiziana Terenzi,"berqamot, limon, ozon-notları, qızılgül","sidr, süsən, yaşıl-notlar, çiçək-notları, marakuyya","müşk, paçuli, vanil, vetivera, ənbər",https://www.etirsah.com/az/product/1593,Stokda Var
1592,saiph,Saiph,https://www.etirsah.com/storage/photos/shares/etirler_en_son/T%20brendleri/TIZIANA%20TERENZI/TIZIANA-TERENZI---SAIPH-FOR-UNISEX.jpg,,Unisex,32.00,55.00,90.00,Tiziana Terenzi,"berqamot, limon, ozon-notları, qızılgül","sidr, süsən, yaşıl-notlar, çiçək-notları, marakuyya","müşk, paçuli, vanil, vetivera, ənbər",https://www.etirsah.com/az/product/1592,Stokda Var
1594,tabit,Tabit,https://www.etirsah.com/storage/photos/shares/etirler_en_son/T%20brendleri/TIZIANA%20TERENZI/TIZIANA-TERENZI---TABIT-FOR-UNISEX.jpg,,Unisex,25.00,45.00,70.00,Tiziana Terenzi,"berqamot, yaşıl-notlar","kokos, şaftalı, çiçək-notları, qum","ağac-notları, müşk, vanil, ənbər, şirin-pambıq",https://www.etirsah.com/az/product/1594,Stokda Var
1595,telea,Telea,https://www.etirsah.com/storage/photos/shares/etirler_en_son/T%20brendleri/TIZIANA%20TERENZI/TIZIANA-TERENZI---TELEA-FOR-UNISEX.jpg,,Unisex,32.00,55.00,90.00,Tiziana Terenzi,"armud, bolqar-qızılgülü, sitrus, yemişan","ilanq-ilanq, jasmin, geliotrop","müşk, palıd, vetivera, maxaqon-qırmızı-ağac, kamboca-aqar-ağacı-ud",https://www.etirsah.com/az/product/1595,Stokda Var
1596,white-fire,White Fire,https://www.etirsah.com/storage/photos/shares/etirler_en_son/T%20brendleri/TIZIANA%20TERENZI/TIZIANA-TERENZI---WHITE-FIRE-FOR-UNISEX.jpg,,Unisex,20.00,35.00,55.00,Tiziana Terenzi,"yaşıl-notlar, su-notları","jasmin, ənbər, qıjını","müşk, səndəl, ənbər",https://www.etirsah.com/az/product/1596,Stokda Var
1597,wirtaner,Wirtaner,https://www.etirsah.com/storage/photos/shares/etirler_en_son/T%20brendleri/TIZIANA%20TERENZI/TIZIANA-TERENZI---WIRTANER-FOR-UNISEX.jpg,,Qadın,25.00,45.00,70.00,Tiziana Terenzi,"berqamot, ilanq-ilanq, qızılgül","istiot, jasmin, pion, aqar-ağacı-ud","karamel, səndəl, vanil, ənbər",https://www.etirsah.com/az/product/1597,Stokda Var
1599,amber-absolute,Amber Absolute,https://www.etirsah.com/storage/photos/shares/etirler_en_son/T%20brendleri/TOM%20FORD/TOM-FORD---AMBER-ABSOLUTE-FOR-UNISEX.jpg,,Unisex,25.00,45.00,70.00,Tom Ford,"büxur-ladan, olibanum","ağac-notları, ənbər","labdanum, vanil",https://www.etirsah.com/az/product/1599,Stokda Var
1602,bitter-peach,Bitter Peach,https://www.etirsah.com/storage/photos/shares/etirler_en_son/T%20brendleri/TOM%20FORD/TOM-FORD---BITTER-PEACH-FOR-UNISEX.jpg,,Unisex,25.00,45.00,70.00,Tom Ford,"hil, qan-portağalı, şaftalı, geliotrop","jasmin, rom, konyak, davana","benzoin, labdanum, səndəl, tonka-lobyası, vanil, vetivera, stiraks, kaşmeran, indoneziyadan-paçuli",https://www.etirsah.com/az/product/1602,Stokda Var
1601,bitter-peach,Bitter Peach,https://www.etirsah.com/storage/photos/shares/etirler_en_son/T%20brendleri/TOM%20FORD/TOM-FORD---BITTER-PEACH-FOR-UNISEX.jpg,,Unisex,44.00,80.00,130.00,Tom Ford,"hil, qan-portağalı, şaftalı, geliotrop","jasmin, rom, konyak, davana","benzoin, labdanum, səndəl, tonka-lobyası, vanil, vetivera, stiraks, kaşmeran, indoneziyadan-paçuli",https://www.etirsah.com/az/product/1601,Stokda Var
1603,black-orchid,Black Orchid,https://www.etirsah.com/storage/photos/shares/etirler_en_son/T%20brendleri/TOM%20FORD/TOM-FORD---BLACK-ORCHID-FOR-WOMEN.jpg,,Qadın,15.00,25.00,35.00,Tom Ford,"berqamot, ilanq-ilanq, jasmin, naringi-mandarin, qardeniya, trüfel-trüf-göbeleyi, qara-qarağat, amalfi-limonu","ilanq-ilanq, jasmin, meyvə-notları, orxideya, qardeniya, ədviyyatlar, lotus","ağ-müşk, paçuli, səndəl, tünd-şokolad, vanil, vetivera, ənbər, büxur-ladan",https://www.etirsah.com/az/product/1603,Stokda Var
1604,black-orchid,Black Orchid,https://www.etirsah.com/storage/photos/shares/etirler_en_son/T%20brendleri/TOM%20FORD/TOM-FORD---BLACK-ORCHID-FOR-WOMEN.jpg,,Qadın,25.00,45.00,70.00,Tom Ford,"berqamot, ilanq-ilanq, jasmin, naringi-mandarin, qardeniya, trüfel-trüf-göbeleyi, qara-qarağat, amalfi-limonu","ilanq-ilanq, jasmin, meyvə-notları, orxideya, qardeniya, ədviyyatlar, lotus","ağ-müşk, paçuli, səndəl, tünd-şokolad, vanil, vetivera, ənbər, büxur-ladan",https://www.etirsah.com/az/product/1604,Stokda Var
1605,black-violet,Black Violet,https://www.etirsah.com/storage/photos/shares/etirler_en_son/T%20brendleri/TOM%20FORD/TOM-FORD---BLACK-VIOLET-FOR-UNISEX.jpg,,Unisex,32.00,55.00,90.00,Tom Ford,"berqamot, meyvə-notları, sitrus",bənövşə,"ağac-notları, palıd-mamırı",https://www.etirsah.com/az/product/1605,Stokda Var
1606,caf-rose,Café Rose,https://www.etirsah.com/storage/photos/shares/etirler_en_son/T%20brendleri/TOM%20FORD/TOM-FORD---CAFE-ROSE-FOR-UNISEX.jpg,,Unisex,25.00,45.00,70.00,Tom Ford,"fransa-qızılgülü, qara-istiot, zəfəran","bolqar-qızılgülü, qəhvə, türk-qızılgülü","paçuli, səndəl, ənbər, büxur-ladan",https://www.etirsah.com/az/product/1606,Stokda Var
1608,cherry-smoke,Cherry Smoke,https://www.etirsah.com/storage/photos/shares/etirler_en_son/T%20brendleri/TOM%20FORD/TOM-FORD---CHERRY-SMOKE-FOR-UNISEX.jpg,,Unisex,32.00,55.00,90.00,Tom Ford,"albalı, zəfəran","dəri, osmantus, zeytun, ərik","ağac-notları, tüstü, naqarmota-girdə-topalaq",https://www.etirsah.com/az/product/1608,Stokda Var
1609,costa-azzurra,Costa Azzurra,https://www.etirsah.com/storage/photos/shares/etirler_en_son/T%20brendleri/TOM%20FORD/TOM-FORD---COSTA-AZZURRA-FOR-UNISEX.jpg,,Unisex,25.00,45.00,70.00,Tom Ford,"dəniz-yosunu, hil, aqar-ağacı-ud, ambretta-müşk-əməköməcisi, kərəviz-toxumu, nəm-ağac","lavanda, limon, naringi-mandarin, yovşan-artemisia, sərv, mərsin","palıd, vanil, vetivera, büxur-ladan, mastika, olibanum",https://www.etirsah.com/az/product/1609,Stokda Var
1611,bne-fum,Ébène Fumé,https://www.etirsah.com/storage/photos/shares/etirler_en_son/T%20brendleri/TOM%20FORD/TOM-FORD---EBENE-FUME-FOR-UNISEX.jpg,,Unisex,25.00,45.00,70.00,Tom Ford,"bənövşə-yarpağı, qara-istiot, büxur-ladan, palo-santo","dəri, labdanum, papirus, qızılgül, ardıc","qətranlar, eben-ağacı, qvayak-ağacı",https://www.etirsah.com/az/product/1611,Stokda Var
1610,bne-fum,Ébène Fumé,https://www.etirsah.com/storage/photos/shares/etirler_en_son/T%20brendleri/TOM%20FORD/TOM-FORD---EBENE-FUME-FOR-UNISEX.jpg,,Unisex,44.00,80.00,130.00,Tom Ford,"bənövşə-yarpağı, qara-istiot, büxur-ladan, palo-santo","dəri, labdanum, papirus, qızılgül, ardıc","qətranlar, eben-ağacı, qvayak-ağacı",https://www.etirsah.com/az/product/1610,Stokda Var
1612,electric-cherry,Electric Cherry,https://www.etirsah.com/storage/photos/shares/etirler_en_son/T%20brendleri/TOM%20FORD/TOM-FORD---ELECTRIC-CHERRY-FOR-UNISEX.jpg,,Unisex,32.00,55.00,90.00,Tom Ford,"albalı, zəncəfil",ərəb-jasmini,"çəhrayı-istiot, müşk, ambrettolide",https://www.etirsah.com/az/product/1612,Stokda Var
1613,fucking-fabulous,Fucking Fabulous,https://www.etirsah.com/storage/photos/shares/etirler_en_son/T%20brendleri/TOM%20FORD/TOM-FORD---FUCKING-FABULOUS-FOR-UNISEX.jpg,,Unisex,32.00,55.00,90.00,Tom Ford,"lavanda, müşk-sürvəsi-adaçayı","dəri, süsən-kökü, vanil, acı-badam","ağac-notları, dəri, tonka-lobyası, ənbər, kaşmeran",https://www.etirsah.com/az/product/1613,Stokda Var
1616,jasmine-musk,Jasmine Musk,https://www.etirsah.com/storage/photos/shares/etirler_en_son/T%20brendleri/TOM%20FORD/TOM-FORD---JASMIN-MUSK-FOR-WOMEN.jpg,,Qadın,32.00,55.00,90.00,Tom Ford,"ilanq-ilanq, jasmin, paçuli","vanil, büxur-ladan, bənövşə-kökü","müşk, səndəl, vetivera, ənbər",https://www.etirsah.com/az/product/1616,Stokda Var
1620,london,London,https://www.etirsah.com/storage/photos/shares/etirler_en_son/T%20brendleri/TOM%20FORD/TOM-FORD---LONDON-FOR-UNISEX.jpg,,Unisex,25.00,45.00,70.00,Tom Ford,"hil, qara-istiot, qəhvə, zirə, zəfəran, keşniş-toxumu","jasmin, labdanum, ətirşah, büxur-ladan","müşk, sidr, aqar-ağacı-ud, amiris, tozağacı",https://www.etirsah.com/az/product/1620,Stokda Var
1623,lost-cherry,Lost Cherry,https://www.etirsah.com/storage/photos/shares/etirler_en_son/T%20brendleri/TOM%20FORD/TOM-FORD---LOST-CHERRY-FOR-UNISEX.jpg,,Unisex,25.00,45.00,70.00,Tom Ford,"badam, qara-albalı, albalı-likörü","albalı, türk-qızılgülü, ərəb-jasmini, gavalı","benzoin, darçın, mixək, paçuli, sidr, səndəl, tonka-lobyası, vanil, vetivera",https://www.etirsah.com/az/product/1623,Stokda Var
1622,lost-cherry,Lost Cherry,https://www.etirsah.com/storage/photos/shares/etirler_en_son/T%20brendleri/TOM%20FORD/TOM-FORD---LOST-CHERRY-FOR-UNISEX.jpg,,Unisex,32.00,55.00,90.00,Tom Ford,"badam, qara-albalı, albalı-likörü","albalı, türk-qızılgülü, ərəb-jasmini, gavalı","benzoin, darçın, mixək, paçuli, sidr, səndəl, tonka-lobyası, vanil, vetivera",https://www.etirsah.com/az/product/1622,Stokda Var
1624,metallique,Metallique,https://www.etirsah.com/storage/photos/shares/etirler_en_son/T%20brendleri/TOM%20FORD/TOM-FORD---METALLIQUE-FOR-WOMEN.jpg,,Qadın,25.00,45.00,70.00,Tom Ford,"aldehidlər, berqamot, çəhrayı-istiot","geliotrop, yemişan, inciçiçəyi","səndəl, vanil, peru-balzamı, ambretta-müşk-əməköməcisi",https://www.etirsah.com/az/product/1624,Stokda Var
1625,neroli-portofino,Neroli Portofino,https://www.etirsah.com/storage/photos/shares/etirler_en_son/T%20brendleri/TOM%20FORD/TOM-FORD---NEROLI-PORTOFINO-FOR-UNISEX.jpg,,Unisex,32.00,55.00,90.00,Tom Ford,"acı-portağal, berqamot, lavanda, limon, naringi-mandarin, rozmarin, mərsin","jasmin, neroli, portağal-çiçəyi, pittosporum","tütəkotu, ənbər, ambretta-müşk-əməköməcisi",https://www.etirsah.com/az/product/1625,Stokda Var
1627,noir-de-noir,Noir de Noir,https://www.etirsah.com/storage/photos/shares/etirler_en_son/T%20brendleri/TOM%20FORD/TOM-FORD---NOIR-DE-NOIR-FOR-UNISEX.jpg,,Unisex,32.00,55.00,90.00,Tom Ford,zəfəran,"trüfel-trüf-göbeleyi, çiçək-notları, qara-qızılgül","paçuli, palıd-mamırı, vanil, aqar-ağacı-ud",https://www.etirsah.com/az/product/1627,Stokda Var
1630,noir-pour-femme,Noir Pour Femme,https://www.etirsah.com/storage/photos/shares/etirler_en_son/T%20brendleri/TOM%20FORD/TOM-FORD---NOIR-POUR-FEMME.jpg,,Qadın,25.00,45.00,70.00,Tom Ford,"acı-portağal, berqamot, naringi-mandarin, zəncəfil","jasmin, portağal-çiçəyi, qızılgül, kulfi","səndəl, vanil, ənbər, mastika",https://www.etirsah.com/az/product/1630,Stokda Var
1631,ombre-leather-16,Ombre Leather 16,https://www.etirsah.com/storage/photos/shares/etirler_en_son/T%20brendleri/TOM%20FORD/TOM-FORD---OMBRE-LEATHER-16-FOR-UNISEX.jpg,,Unisex,32.00,55.00,90.00,Tom Ford,"bənövşə-yarpağı, hil","palıd-mamırı, ərəb-jasmini","dəri, paçuli",https://www.etirsah.com/az/product/1631,Stokda Var
1632,ombr-leather,Ombré Leather,https://www.etirsah.com/storage/photos/shares/etirler_en_son/T%20brendleri/TOM%20FORD/TOM-FORD---OMBRE-LEATHER-2021-FOR-UNISEX.jpg,,Unisex,25.00,45.00,70.00,Tom Ford,"bənövşə-yarpağı, sidr","süsən-kökü, ərəb-jasmini","ağac-notları, dəri, tütün",https://www.etirsah.com/az/product/1632,Stokda Var
1634,oud-fleur,Oud Fleur,https://www.etirsah.com/storage/photos/shares/etirler_en_son/T%20brendleri/TOM%20FORD/TOM-FORD---OUD-FLEUR-FOR-UNISEX.jpg,,Unisex,25.00,45.00,70.00,Tom Ford,qızılgül,"paçuli, səndəl","aqar-ağacı-ud, qətranlar",https://www.etirsah.com/az/product/1634,Stokda Var
1635,oud-minrale,Oud Minérale,https://www.etirsah.com/storage/photos/shares/etirler_en_son/T%20brendleri/TOM%20FORD/TOM-FORD---OUD-MINERALE-FOR-UNISEX.jpg,,Unisex,25.00,45.00,70.00,Tom Ford,"duz, dəniz-suyu, aqar-ağacı-ud","çəhrayı-istiot, dəniz-yosunu, stiraks","ənbər, küknar-ekstraktı, istiot-ağacı",https://www.etirsah.com/az/product/1635,Stokda Var
1636,oud-wood,Oud Wood,https://www.etirsah.com/storage/photos/shares/etirler_en_son/T%20brendleri/TOM%20FORD/TOM-FORD---OUD-WOOD-FOR-UNISEX.jpg,,Unisex,20.00,35.00,55.00,Tom Ford,"palisandr-çəhrayı-ağac, aqar-ağacı-ud","hil, səndəl, vetivera, siçuan-çin-istiotu","tonka-lobyası, vanil, ənbər",https://www.etirsah.com/az/product/1636,Stokda Var
1637,oud-wood,Oud Wood,https://www.etirsah.com/storage/photos/shares/etirler_en_son/T%20brendleri/TOM%20FORD/TOM-FORD---OUD-WOOD-FOR-UNISEX.jpg,,Unisex,25.00,45.00,70.00,Tom Ford,"palisandr-çəhrayı-ağac, aqar-ağacı-ud","hil, səndəl, vetivera, siçuan-çin-istiotu","tonka-lobyası, vanil, ənbər",https://www.etirsah.com/az/product/1637,Stokda Var
1638,oud-wood-intense,Oud Wood Intense,https://www.etirsah.com/storage/photos/shares/etirler_en_son/T%20brendleri/TOM%20FORD/TOM-FORD---OUD-WOOD-INTENSE-FOR-UNISEX.jpg,,Unisex,20.00,35.00,55.00,Tom Ford,"tütəkotu, sərv","zəncəfil, ardıc","aqar-ağacı-ud, kastoreum",https://www.etirsah.com/az/product/1638,Stokda Var
1640,patchouli-absolu,Patchouli Absolu,https://www.etirsah.com/storage/photos/shares/etirler_en_son/T%20brendleri/TOM%20FORD/TOM-FORD---PATCHOULI-ABSOLU-FOR-UNISEX.jpg,,Unisex,25.00,45.00,70.00,Tom Ford,"palıd-mamırı, rozmarin, dəfnə-yarpağı","bənövşə, paçuli, qvayak-ağacı, kaşmeran","dəri, müşk, tonka-lobyası, ənbər",https://www.etirsah.com/az/product/1640,Stokda Var
1642,purple-patchouli,Purple Patchouli,https://www.etirsah.com/storage/photos/shares/etirler_en_son/T%20brendleri/TOM%20FORD/TOM-FORD---PURPLE-PATCHOULI-FOR-UNISEX.jpg,,Unisex,25.00,45.00,70.00,Tom Ford,"jasmin, paçuli-yarpağı",ənbər,"vetivera, peru-balzamı",https://www.etirsah.com/az/product/1642,Stokda Var
1643,rive-dambre,Rive d’Ambre,https://www.etirsah.com/storage/photos/shares/etirler_en_son/T%20brendleri/TOM%20FORD/TOM-FORD---RIVE-d%27AMBRE-2013-FOR-UNISEX.jpg,,Unisex,25.00,45.00,70.00,Tom Ford,"acı-portağal, berqamot, sitrus","hil, nanə, tərxun","ənbər, konyak, tolu-balzamı",https://www.etirsah.com/az/product/1643,Stokda Var
1644,rose-de-russie,Rose de Russie,https://www.etirsah.com/storage/photos/shares/etirler_en_son/T%20brendleri/TOM%20FORD/TOM-FORD---ROSE-DE-RUSSIE-FOR-UNISEX.jpg,,Unisex,25.00,45.00,70.00,Tom Ford,ağ-istiot,qızılgül,"ağac-notları, dəri",https://www.etirsah.com/az/product/1644,Stokda Var
1645,rose-prick,Rose Prick,https://www.etirsah.com/storage/photos/shares/etirler_en_son/T%20brendleri/TOM%20FORD/TOM-FORD---ROSE-PRICK-FOR-UNISEX.jpg,,Unisex,25.00,45.00,70.00,Tom Ford,"sarıkök, siçuan-çin-istiotu","bolqar-qızılgülü, fransa-qızılgülü, türk-qızılgülü","paçuli, tonka-lobyası",https://www.etirsah.com/az/product/1645,Stokda Var
1646,sahara-noir,Sahara Noir,https://www.etirsah.com/storage/photos/shares/etirler_en_son/T%20brendleri/TOM%20FORD/TOM-FORD---SAHARA-NOIR-FOR-WOMEN.jpg,,Qadın,20.00,35.00,55.00,Tom Ford,"acı-portağal, labdanum, sərv, calamus","darçın, papirus, qızılgül, misir-jasmini, büxur-ladan, arı-mumu","benzoin, labdanum, sidr, vanil, ənbər, aqar-ağacı-ud, qətranlar",https://www.etirsah.com/az/product/1646,Stokda Var
1648,soleil-brlant,Soleil Brûlant,https://www.etirsah.com/storage/photos/shares/etirler_en_son/T%20brendleri/TOM%20FORD/TOM-FORD---SOLEIL-BRULLANT-FOR-UNISEX.jpg,,Unisex,32.00,55.00,90.00,Tom Ford,"berqamot, çəhrayı-istiot, naringi-mandarin","bal, portağal-çiçəyi","ağac-notları, dəri, vetivera, ənbər, qətranlar, olibanum",https://www.etirsah.com/az/product/1648,Stokda Var
1649,soleil-de-feu,Soleil de Feu,https://www.etirsah.com/storage/photos/shares/etirler_en_son/T%20brendleri/TOM%20FORD/TOM-FORD---SOLEIL-DE-FEU-FOR-WOMEN.jpg,,Qadın,32.00,55.00,90.00,Tom Ford,səndəl,benzoin,"tuberoza, ənbər",https://www.etirsah.com/az/product/1649,Stokda Var
1650,soleil-neige,Soleil Neige,https://www.etirsah.com/storage/photos/shares/etirler_en_son/T%20brendleri/TOM%20FORD/TOM-FORD---SOLEIL-NEIGE-FOR-UNISEX.jpg,,Unisex,32.00,55.00,90.00,Tom Ford,"berqamot, yerkökü-toxumları","ağ-çiçəklər, jasmin, portağal, qızılgül, türk-qızılgülü","benzoin, labdanum, vanil",https://www.etirsah.com/az/product/1650,Stokda Var
1652,tobacco-oud-intense,Tobacco Oud Intense,https://www.etirsah.com/storage/photos/shares/etirler_en_son/T%20brendleri/TOM%20FORD/TOM-FORD---TOBACCO-OUD-INTENSE-FOR-UNISEX.jpg,,Unisex,25.00,45.00,70.00,Tom Ford,"keşniş, labdanum, tütün","paçuli, sidr, aqar-ağacı-ud","səndəl, tonka-lobyası, ənbər, kastoreum",https://www.etirsah.com/az/product/1652,Stokda Var
1654,tobacco-vanille,Tobacco Vanille,https://www.etirsah.com/storage/photos/shares/etirler_en_son/T%20brendleri/TOM%20FORD/TOM-FORD---TOBACCO-VANILLE-FOR-UNISEX.jpg,,Unisex,15.00,25.00,35.00,Tom Ford,"tütün, ədviyyatlar","tonka-lobyası, tütün-çiçəyi, vanil, kakao","ağac-notları, quru-meyvələr",https://www.etirsah.com/az/product/1654,Stokda Var
1653,tobacco-vanille,Tobacco Vanille,https://www.etirsah.com/storage/photos/shares/etirler_en_son/T%20brendleri/TOM%20FORD/TOM-FORD---TOBACCO-VANILLE-FOR-UNISEX.jpg,,Unisex,20.00,35.00,55.00,Tom Ford,"tütün, ədviyyatlar","tonka-lobyası, tütün-çiçəyi, vanil, kakao","ağac-notları, quru-meyvələr",https://www.etirsah.com/az/product/1653,Stokda Var
1655,tobacco-vanille,Tobacco Vanille,https://www.etirsah.com/storage/photos/shares/etirler_en_son/T%20brendleri/TOM%20FORD/TOM-FORD---TOBACCO-VANILLE-FOR-UNISEX.jpg,,Unisex,38.00,70.00,110.00,Tom Ford,"tütün, ədviyyatlar","tonka-lobyası, tütün-çiçəyi, vanil, kakao","ağac-notları, quru-meyvələr",https://www.etirsah.com/az/product/1655,Stokda Var
1656,tuscan-leather,Tuscan Leather,https://www.etirsah.com/storage/photos/shares/etirler_en_son/T%20brendleri/TOM%20FORD/TOM-FORD---TUSCAN-LEATHER-FOR-UNISEX.jpg,,Unisex,32.00,55.00,90.00,Tom Ford,"kəklikotu, moruq, zəfəran","jasmin, olibanum","ağac-notları, dəri, ənbər, zamş",https://www.etirsah.com/az/product/1656,Stokda Var
1657,vanille-fatale,Vanille Fatale,https://www.etirsah.com/storage/photos/shares/etirler_en_son/T%20brendleri/TOM%20FORD/TOM-FORD---VANILLE-FATALE-FOR-UNISEX.jpg,,Unisex,32.00,55.00,90.00,Tom Ford,"keşniş, laym, portağal, rom, zəfəran, mirra, olibanum","nərgiz, qızılgül, qəhvə, yovşan-artemisia, gavalı, frangipani, arpa","bənövşə, paçuli, palıd-mamırı, tütün, maxaqon-qırmızı-ağac, zamş, madaqaskar-vanili",https://www.etirsah.com/az/product/1657,Stokda Var
